layer,head,eager_current_share_global,eager_current_share_local,manual_current_share_global,manual_current_share_local,manual_s_current_share,eager_s_current_share
7,24,0.2558847710490227,0.25177216771990063,0.6331303298473359,0.6523834884166717,0.6427569091320038,0.2538284693844617
7,25,0.3136352598667145,0.29090237878263,0.7317129731178283,0.7219322323799133,0.7268226027488709,0.3022688193246722
7,26,0.19142732471227647,0.19435659945011138,0.7094359278678894,0.6945097208023071,0.7019728243350982,0.1928919620811939
7,27,0.4747133195400238,0.4503710772842169,0.7117086946964264,0.6927569568157196,0.702232825756073,0.46254219841212035
8,0,0.6765750527381897,0.6984551012516022,0.8170228123664856,0.8121999621391296,0.8146113872528076,0.6875150769948959
8,1,0.43375723212957384,0.4252670265734196,0.6995697408914566,0.6971916675567627,0.6983807042241097,0.42951212935149674
8,2,0.5196265041828155,0.5540579676628112,0.8059866786003113,0.787263560295105,0.7966251194477081,0.5368422359228133
8,3,0.567203575372696,0.5550641894340516,0.7633535385131835,0.7632070779800415,0.7632803082466125,0.5611338824033738
8,4,0.19355956017971038,0.16182227283716202,0.721581244468689,0.708743441104889,0.715162342786789,0.17769091650843621
8,5,0.42327134162187574,0.3994531199336052,0.7310874581336975,0.7384268462657928,0.7347571521997451,0.4113622307777405
8,6,0.43035023659467697,0.4560404572635889,0.6683782577514649,0.6386308193206787,0.6535045385360718,0.4431953469291329
8,7,0.38557896912097933,0.40092929899692537,0.680070984363556,0.6908566355705261,0.685463809967041,0.3932541340589524
8,8,0.2038617752492428,0.2748886737972498,0.7669294357299805,0.7483666718006134,0.757648053765297,0.23937522452324628
8,9,0.25170411765575407,0.2543213054537773,0.7093214988708496,0.662666404247284,0.6859939515590667,0.2530127115547657
8,10,0.240234462544322,0.25981647744774816,0.7078847765922547,0.6793897092342377,0.6936372429132462,0.2500254699960351
